Facility Name,Payment Entered,Payment Received,Other Ref #,Credit Source(w Payer),Payment Total Paid (Sum),Payment Check #
Facility-A,23-07-2023,23-07-2023,ABCDEF,UNITED HEALTHCARE,$1068.80,NC#
Facility-A,01-10-2023,01-10-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2679.43,NC#
Facility-A,07-11-2023,07-11-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2876.36,NC#
Facility-A,14-12-2023,14-12-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3270.36,NC#
Facility-A,25-07-2023,25-07-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2179.68,NC#
Facility-A,14-07-2023,14-07-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$201.39,NC#
Facility-B,07-10-2023,07-10-2023,ABCDEF,OK OPERATING ENGINEERS,$4916.72,NC#
Facility-B,22-02-2023,22-02-2023,ABCDEF,OK OPERATING ENGINEERS,$3944.02,NC#
Facility-B,22-02-2023,22-02-2023,ABCDEF,OK OPERATING ENGINEERS,$3515.64,NC#
Facility-B,23-05-2023,23-05-2023,ABCDEF,OK OPERATING ENGINEERS,$1292.59,NC#
Facility-B,25-02-2023,25-02-2023,ABCDEF,OK OPERATING ENGINEERS,$4550.82,NC#
Facility-B,17-08-2023,17-08-2023,ABCDEF,AETNA,$1283.98,NC#
Facility-B,12-09-2023,12-09-2023,ABCDEF,AETNA,$1147.20,NC#
Facility-B,25-12-2023,25-12-2023,ABCDEF,AETNA,$4653.50,NC#
Facility-B,21-02-2023,21-02-2023,ABCDEF,AETNA,$3697.72,NC#
Facility-B,28-01-2023,28-01-2023,ABCDEF,AETNA,$4445.84,NC#
Facility-B,21-03-2023,21-03-2023,ABCDEF,UNITED HEALTHCARE,$4002.39,NC#
Facility-B,29-03-2023,29-03-2023,ABCDEF,UNITED HEALTHCARE,$1709.60,NC#
Facility-B,10-04-2023,10-04-2023,ABCDEF,UNITED HEALTHCARE,$2813.63,NC#
Facility-B,24-05-2023,24-05-2023,ABCDEF,UNITED HEALTHCARE,$1900.58,NC#
Facility-B,27-05-2023,27-05-2023,ABCDEF,UNITED HEALTHCARE,$1567.57,NC#
Facility-B,21-08-2023,21-08-2023,ABCDEF,UNITED HEALTHCARE,$486.22,NC#
Facility-B,28-10-2023,28-10-2023,ABCDEF,UNITED HEALTHCARE,$2484.18,NC#
Facility-B,12-06-2023,12-06-2023,ABCDEF,UNITED HEALTHCARE,$2786.75,NC#
Facility-B,29-01-2023,29-01-2023,ABCDEF,UNITED HEALTHCARE,$4182.75,NC#
Facility-B,24-12-2023,24-12-2023,ABCDEF,UNITED HEALTHCARE,$2135.35,NC#
Facility-B,23-01-2023,23-01-2023,ABCDEF,UNITED HEALTHCARE,$4414.38,NC#
Facility-B,05-07-2023,05-07-2023,ABCDEF,UNITED HEALTHCARE,$3098.47,NC#
Facility-B,16-05-2023,16-05-2023,ABCDEF,UNITED HEALTHCARE,$1128.22,NC#
Facility-B,07-06-2023,07-06-2023,ABCDEF,UNITED HEALTHCARE,$3555.42,NC#
Facility-B,22-03-2023,22-03-2023,ABCDEF,UNITED HEALTHCARE,$4609.86,NC#
Facility-B,02-06-2023,02-06-2023,ABCDEF,UNITED HEALTHCARE,$4372.98,NC#
Facility-B,12-06-2023,12-06-2023,ABCDEF,UNITED HEALTHCARE,$752.56,NC#
Facility-B,26-11-2023,26-11-2023,ABCDEF,UNITED HEALTHCARE,$4623.32,NC#
Facility-B,15-07-2023,15-07-2023,ABCDEF,UNITED HEALTHCARE,$1593.65,NC#
Facility-B,13-10-2023,13-10-2023,ABCDEF,UNITED HEALTHCARE,$4568.25,NC#
Facility-B,14-04-2023,14-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2846.69,NC#
Facility-B,18-01-2024,18-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2668.93,NC#
Facility-B,30-08-2023,30-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3933.69,NC#
Facility-B,25-07-2023,25-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$71.54,NC#
Facility-B,18-11-2023,18-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2190.51,NC#
Facility-B,29-12-2023,29-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2470.13,NC#
Facility-B,18-10-2023,18-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$260.06,NC#
Facility-B,15-07-2023,15-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4712.42,NC#
Facility-B,15-09-2023,15-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4064.21,NC#
Facility-B,06-09-2023,06-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2936.48,NC#
Facility-B,06-04-2023,06-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3585.58,NC#
Facility-B,30-09-2023,30-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3690.20,NC#
Facility-B,05-09-2023,05-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1423.51,NC#
Facility-B,25-11-2023,25-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$387.06,NC#
Facility-B,15-01-2024,15-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4067.64,NC#
Facility-B,08-04-2023,08-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1483.24,NC#
Facility-B,02-11-2023,02-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$783.00,NC#
Facility-B,14-01-2024,14-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3068.53,NC#
Facility-B,19-05-2023,19-05-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2849.75,NC#
Facility-B,30-12-2023,30-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1275.88,NC#
Facility-B,18-02-2023,18-02-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$153.83,NC#
Facility-B,21-11-2023,21-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$736.44,NC#
Facility-B,02-10-2023,02-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3867.82,NC#
Facility-B,14-04-2023,14-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1864.02,NC#
Facility-B,30-01-2023,30-01-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1577.14,NC#
Facility-B,05-06-2023,05-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3076.70,NC#
Facility-B,28-06-2023,28-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2543.66,NC#
Facility-B,02-11-2023,02-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$239.09,NC#
Facility-B,19-05-2023,19-05-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4531.07,NC#
Facility-B,26-04-2023,26-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3370.22,NC#
Facility-B,10-06-2023,10-06-2023,ABCDEF,UNITED HEALTHCARE,$688.55,NC#
Facility-B,28-07-2023,28-07-2023,ABCDEF,UNITED HEALTHCARE,$4353.31,NC#
Facility-B,20-11-2023,20-11-2023,ABCDEF,UNITED HEALTHCARE,$1506.98,NC#
Facility-B,26-12-2023,26-12-2023,ABCDEF,UNITED HEALTHCARE,$4931.18,NC#
Facility-B,16-12-2023,16-12-2023,ABCDEF,UNITED HEALTHCARE,$3714.51,NC#
Facility-A,17-06-2023,17-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3039.66,NC#
Facility-A,02-11-2023,02-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4065.47,NC#
Facility-A,02-10-2023,02-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2100.88,NC#
Facility-A,22-12-2023,22-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$377.03,NC#
Facility-A,15-01-2024,15-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2704.61,NC#
Facility-A,10-04-2023,10-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$248.46,NC#
Facility-A,01-01-2024,01-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3176.28,NC#
Facility-A,20-12-2023,20-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2798.41,NC#
Facility-A,28-11-2023,28-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2452.37,NC#
Facility-A,23-10-2023,23-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4919.21,NC#
Facility-A,17-01-2024,17-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2087.49,NC#
Facility-A,19-12-2023,19-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1251.10,NC#
Facility-A,11-12-2023,11-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4766.60,NC#
Facility-A,24-08-2023,24-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3238.55,NC#
Facility-A,20-07-2023,20-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1164.46,NC#
Facility-A,14-09-2023,14-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3075.07,NC#
Facility-A,06-09-2023,06-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$808.25,NC#
Facility-A,27-06-2023,27-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$600.31,NC#
Facility-A,26-01-2023,26-01-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2922.86,NC#
Facility-A,27-11-2023,27-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3360.06,NC#
Facility-A,10-08-2023,10-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1684.72,NC#
Facility-A,13-12-2023,13-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3671.47,NC#
Facility-A,18-07-2023,18-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2195.60,NC#
Facility-A,04-01-2024,04-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4389.64,NC#
Facility-A,17-04-2023,17-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3602.60,NC#
Facility-A,06-09-2023,06-09-2023,ABCDEF,CIGNA HEALTH PLANS,$2037.79,NC#
Facility-A,06-03-2023,06-03-2023,ABCDEF,CIGNA HEALTH PLANS,$3871.64,NC#
Facility-A,27-01-2023,27-01-2023,ABCDEF,CIGNA HEALTH PLANS,$4996.87,NC#
Facility-A,15-06-2023,15-06-2023,ABCDEF,CIGNA HEALTH PLANS,$2298.59,NC#
Facility-A,06-11-2023,06-11-2023,ABCDEF,CIGNA HEALTH PLANS,$1348.10,NC#
Facility-A,11-06-2023,11-06-2023,ABCDEF,CIGNA HEALTH PLANS,$3366.46,NC#
Facility-A,09-08-2023,09-08-2023,ABCDEF,CIGNA HEALTH PLANS,$1156.42,NC#
Facility-A,11-04-2023,11-04-2023,ABCDEF,CIGNA HEALTH PLANS,$920.34,NC#
Facility-A,30-07-2023,30-07-2023,ABCDEF,CIGNA HEALTH PLANS,$1605.06,NC#
Facility-A,10-12-2023,10-12-2023,ABCDEF,CIGNA HEALTH PLANS,$2991.59,NC#
Facility-A,04-06-2023,04-06-2023,ABCDEF,CIGNA HEALTH PLANS,$4695.67,NC#
Facility-A,04-09-2023,04-09-2023,ABCDEF,CIGNA HEALTH PLANS,$3901.85,NC#
Facility-A,10-10-2023,10-10-2023,ABCDEF,CIGNA HEALTH PLANS,$1309.90,NC#
Facility-A,22-08-2023,22-08-2023,ABCDEF,CIGNA HEALTH PLANS,$1436.78,NC#
Facility-A,21-08-2023,21-08-2023,ABCDEF,CIGNA HEALTH PLANS,$2599.48,NC#
Facility-A,04-11-2023,04-11-2023,ABCDEF,CIGNA HEALTH PLANS,$4137.82,NC#
Facility-A,26-07-2023,26-07-2023,ABCDEF,CIGNA HEALTH PLANS,$4614.45,NC#
Facility-A,26-09-2023,26-09-2023,ABCDEF,CIGNA HEALTH PLANS,$3425.13,NC#
Facility-A,09-12-2023,09-12-2023,ABCDEF,CIGNA HEALTH PLANS,$2697.35,NC#
Facility-A,05-10-2023,05-10-2023,ABCDEF,CIGNA HEALTH PLANS,$3306.06,NC#
Facility-A,18-08-2023,18-08-2023,ABCDEF,CIGNA HEALTH PLANS,$1195.50,NC#
Facility-A,26-11-2023,26-11-2023,ABCDEF,CIGNA HEALTH PLANS,$3121.16,NC#
Facility-A,26-02-2023,26-02-2023,ABCDEF,CIGNA HEALTH PLANS,$2867.74,NC#
Facility-A,18-08-2023,18-08-2023,ABCDEF,CIGNA HEALTH PLANS,$4857.58,NC#
Facility-A,27-02-2023,27-02-2023,ABCDEF,CIGNA HEALTH PLANS,$3867.32,NC#
Facility-A,12-08-2023,12-08-2023,ABCDEF,CIGNA HEALTH PLANS,$4236.65,NC#
Facility-A,06-04-2023,06-04-2023,ABCDEF,CIGNA HEALTH PLANS,$388.41,NC#
Facility-A,01-03-2023,01-03-2023,ABCDEF,CIGNA HEALTH PLANS,$88.16,NC#
Facility-A,21-12-2023,21-12-2023,ABCDEF,CIGNA HEALTH PLANS,$2579.07,NC#
Facility-A,12-04-2023,12-04-2023,ABCDEF,CIGNA HEALTH PLANS,$3752.12,NC#
Facility-A,23-08-2023,23-08-2023,ABCDEF,CIGNA HEALTH PLANS,$2900.61,NC#
Facility-A,25-03-2023,25-03-2023,ABCDEF,CIGNA HEALTH PLANS,$2632.11,NC#
Facility-A,28-05-2023,28-05-2023,ABCDEF,CIGNA HEALTH PLANS,$2458.04,NC#
Facility-A,11-11-2023,11-11-2023,ABCDEF,CIGNA HEALTH PLANS,$2227.44,NC#
Facility-A,21-07-2023,21-07-2023,ABCDEF,CIGNA HEALTH PLANS,$1153.91,NC#
Facility-B,05-05-2023,05-05-2023,ABCDEF,UMR FKA UMR WAUSAU,$3065.07,NC#
Facility-B,25-05-2023,25-05-2023,ABCDEF,UMR FKA UMR WAUSAU,$4143.70,NC#
Facility-B,12-02-2023,12-02-2023,ABCDEF,UMR FKA UMR WAUSAU,$314.28,NC#
Facility-B,04-10-2023,04-10-2023,ABCDEF,UMR FKA UMR WAUSAU,$3450.56,NC#
Facility-B,23-11-2023,23-11-2023,ABCDEF,UMR FKA UMR WAUSAU,$148.92,NC#
Facility-B,11-01-2024,11-01-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2312.39,NC#
Facility-B,14-12-2023,14-12-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2523.89,NC#
Facility-B,19-05-2023,19-05-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$844.79,NC#
Facility-B,19-10-2023,19-10-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$378.42,NC#
Facility-B,06-11-2023,06-11-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2728.50,NC#
Facility-B,12-10-2023,12-10-2023,ABCDEF,BEACON HEALTH STRATEGIES,$2504.52,NC#
Facility-B,24-03-2023,24-03-2023,ABCDEF,BEACON HEALTH STRATEGIES,$3729.14,NC#
Facility-B,13-04-2023,13-04-2023,ABCDEF,BEACON HEALTH STRATEGIES,$3857.29,NC#
Facility-B,25-11-2023,25-11-2023,ABCDEF,BEACON HEALTH STRATEGIES,$1328.14,NC#
Facility-B,02-06-2023,02-06-2023,ABCDEF,BEACON HEALTH STRATEGIES,$1094.14,NC#
Facility-B,16-01-2024,16-01-2024,ABCDEF,BIND,$4240.15,NC#
Facility-B,15-03-2023,15-03-2023,ABCDEF,BIND,$1344.84,NC#
Facility-B,18-02-2023,18-02-2023,ABCDEF,BIND,$695.23,NC#
Facility-B,03-12-2023,03-12-2023,ABCDEF,BIND,$1709.94,NC#
Facility-B,12-02-2023,12-02-2023,ABCDEF,BIND,$147.66,NC#
Facility-B,22-08-2023,22-08-2023,ABCDEF,UNIVERA,$1358.14,NC#
Facility-B,27-08-2023,27-08-2023,ABCDEF,UNIVERA,$419.76,NC#
Facility-B,18-07-2023,18-07-2023,ABCDEF,UNIVERA,$665.68,NC#
Facility-B,11-08-2023,11-08-2023,ABCDEF,UNIVERA,$5.05,NC#
Facility-B,18-11-2023,18-11-2023,ABCDEF,UNIVERA,$114.59,NC#
Facility-B,08-08-2023,08-08-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3606.20,NC#
Facility-B,28-11-2023,28-11-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2583.00,NC#
Facility-B,12-06-2023,12-06-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3906.14,NC#
Facility-B,28-05-2023,28-05-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$496.34,NC#
Facility-B,07-09-2023,07-09-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3320.93,NC#
Facility-B,25-03-2023,25-03-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$4346.34,NC#
Facility-B,01-02-2023,01-02-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$1498.26,NC#
Facility-B,26-04-2023,26-04-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$347.85,NC#
Facility-B,04-04-2023,04-04-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$1906.42,NC#
Facility-B,16-08-2023,16-08-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$387.40,NC#
Facility-B,13-10-2023,13-10-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$2425.33,NC#
Facility-B,05-04-2023,05-04-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$21.15,NC#
Facility-B,12-12-2023,12-12-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$398.98,NC#
Facility-B,07-10-2023,07-10-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$4400.51,NC#
Facility-B,31-07-2023,31-07-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$730.56,NC#
Facility-B,05-02-2023,05-02-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$3370.36,NC#
Facility-B,13-12-2023,13-12-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$1303.80,NC#
Facility-B,01-05-2023,01-05-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$961.68,NC#
Facility-B,25-02-2023,25-02-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$1517.67,NC#
Facility-B,13-08-2023,13-08-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$1688.76,NC#
Facility-B,20-09-2023,20-09-2023,ABCDEF,AETNA,$3293.96,NC#
Facility-B,03-12-2023,03-12-2023,ABCDEF,AETNA,$1746.36,NC#
Facility-B,28-10-2023,28-10-2023,ABCDEF,AETNA,$885.18,NC#
Facility-B,28-03-2023,28-03-2023,ABCDEF,AETNA,$1676.26,NC#
Facility-B,05-02-2023,05-02-2023,ABCDEF,AETNA,$3186.23,NC#
Facility-B,17-04-2023,17-04-2023,ABCDEF,BEACON HEALTH STRATEGIES,$3096.60,NC#
Facility-B,19-01-2024,19-01-2024,ABCDEF,BEACON HEALTH STRATEGIES,$2675.42,NC#
Facility-B,23-04-2023,23-04-2023,ABCDEF,BEACON HEALTH STRATEGIES,$4956.05,NC#
Facility-B,10-04-2023,10-04-2023,ABCDEF,BEACON HEALTH STRATEGIES,$2641.97,NC#
Facility-B,01-10-2023,01-10-2023,ABCDEF,BEACON HEALTH STRATEGIES,$3110.13,NC#
Facility-B,25-03-2023,25-03-2023,ABCDEF,CIGNA HEALTH PLANS,$3478.30,NC#
Facility-B,12-07-2023,12-07-2023,ABCDEF,CIGNA HEALTH PLANS,$4612.76,NC#
Facility-B,03-03-2023,03-03-2023,ABCDEF,CIGNA HEALTH PLANS,$4775.24,NC#
Facility-B,04-03-2023,04-03-2023,ABCDEF,CIGNA HEALTH PLANS,$1106.57,NC#
Facility-B,08-07-2023,08-07-2023,ABCDEF,CIGNA HEALTH PLANS,$452.55,NC#
Facility-B,12-08-2023,12-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$4030.14,NC#
Facility-B,25-07-2023,25-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$4194.26,NC#
Facility-B,27-10-2023,27-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$2982.63,NC#
Facility-B,22-03-2023,22-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$274.95,NC#
Facility-B,03-06-2023,03-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$3859.79,NC#
Facility-A,08-09-2023,08-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$3024.16,NC#
Facility-A,01-12-2023,01-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$2921.79,NC#
Facility-A,07-08-2023,07-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$2160.81,NC#
Facility-A,17-11-2023,17-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$964.18,NC#
Facility-A,08-12-2023,08-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$3154.57,NC#
Facility-A,27-11-2023,27-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$2830.51,NC#
Facility-A,09-01-2024,09-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$1772.70,NC#
Facility-A,11-05-2023,11-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$4209.32,NC#
Facility-A,21-02-2023,21-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$632.00,NC#
Facility-A,01-08-2023,01-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$1492.50,NC#
Facility-A,29-03-2023,29-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$2486.18,NC#
Facility-A,06-04-2023,06-04-2023,ABCDEF,IRON WORKERS LOCAL 395,$4387.49,NC#
Facility-A,23-03-2023,23-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$1655.93,NC#
Facility-A,22-12-2023,22-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$4903.23,NC#
Facility-A,14-02-2023,14-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$4432.53,NC#
Facility-A,28-01-2024,28-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$3924.19,NC#
Facility-A,11-09-2023,11-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$4518.14,NC#
Facility-A,12-10-2023,12-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$1613.57,NC#
Facility-A,05-07-2023,05-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$4323.59,NC#
Facility-A,12-10-2023,12-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$971.99,NC#
Facility-A,24-02-2023,24-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$3117.76,NC#
Facility-A,24-08-2023,24-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$3563.88,NC#
Facility-A,28-02-2023,28-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$4743.62,NC#
Facility-A,20-06-2023,20-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$2318.22,NC#
Facility-A,22-07-2023,22-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$2870.05,NC#
Facility-A,06-06-2023,06-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$4007.60,NC#
Facility-A,16-10-2023,16-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$1856.86,NC#
Facility-A,08-05-2023,08-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$2837.58,NC#
Facility-A,07-08-2023,07-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$3500.68,NC#
Facility-A,12-07-2023,12-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$963.69,NC#
Facility-A,19-11-2023,19-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$4837.34,NC#
Facility-A,16-04-2023,16-04-2023,ABCDEF,IRON WORKERS LOCAL 395,$3284.45,NC#
Facility-A,19-11-2023,19-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$2393.04,NC#
Facility-A,04-03-2023,04-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$2830.58,NC#
Facility-A,12-02-2023,12-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$1506.12,NC#
Facility-A,16-11-2023,16-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$1396.20,NC#
Facility-A,07-07-2023,07-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$1197.70,NC#
Facility-A,21-12-2023,21-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$3368.49,NC#
Facility-A,14-01-2024,14-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$3529.49,NC#
Facility-A,16-07-2023,16-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$3210.33,NC#
Facility-A,27-02-2023,27-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$3556.40,NC#
Facility-A,28-02-2023,28-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$614.32,NC#
Facility-A,26-10-2023,26-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$29.40,NC#
Facility-A,05-07-2023,05-07-2023,ABCDEF,IRON WORKERS LOCAL 395,$3507.07,NC#
Facility-A,11-11-2023,11-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$180.40,NC#
Facility-A,19-10-2023,19-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$3899.46,NC#
Facility-A,30-08-2023,30-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$372.99,NC#
Facility-A,30-06-2023,30-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$2443.64,NC#
Facility-A,14-05-2023,14-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$1350.13,NC#
Facility-A,03-02-2023,03-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$803.55,NC#
Facility-A,06-10-2023,06-10-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$788.74,NC#
Facility-A,10-03-2023,10-03-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$2787.14,NC#
Facility-A,10-04-2023,10-04-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$4496.39,NC#
Facility-A,28-01-2023,28-01-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$1513.09,NC#
Facility-A,16-01-2024,16-01-2024,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$908.66,NC#
Facility-A,19-01-2024,19-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$3407.23,NC#
Facility-A,03-08-2023,03-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$100.54,NC#
Facility-A,15-09-2023,15-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$882.28,NC#
Facility-A,12-03-2023,12-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$4070.17,NC#
Facility-A,26-10-2023,26-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$3744.47,NC#
Facility-B,12-12-2023,12-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$2934.12,NC#
Facility-B,01-10-2023,01-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$4148.15,NC#
Facility-B,08-01-2024,08-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$3865.69,NC#
